SOORTNR,FLORON,WETENSCHAP,NEDERLANDS,zeldzaamheidsklasse,trendklasse,RL2000,RL2000kort
467,,"Equisetum ramosissimum","Vertakte paardestaart","zzz","0/+","GE-1","GE"
468,,"Equisetum sylvaticum","Bospaardestaart",,,,
469,,"Equisetum telmateia","Reuzenpaardestaart",,,,
470,,"Equisetum x trachyodon","Ruwe paardestaart",,,,
471,,"Equisetum variegatum","Bonte paardestaart","zzz","tt","BE-9","BE"
472,,"Erica cinerea","Rode dophei","zzz","0/+","GE-1","GE"
473,,"Erica tetralix","Gewone dophei",,,,
474,,"Erigeron acer","Scherpe fijnstraal",,,,
475,,"Conyza canadensis","Canadese fijnstraal",,,,
476,,"Eriophorum angustifolium","Veenpluis",,,,
477,,"Eriophorum gracile","Slank wollegras","zzz","ttt","EB-13","EB"
478,,"Eriophorum latifolium","Breed wollegras","zzz","ttt","EB-13","EB"
479,,"Eriophorum vaginatum","Eenarig wollegras","z","t","KW-7","KW"
480,,"Erodium cicutarium subsp. cicutarium","Gewone reigersbek s.s.",,,,
481,,"Erodium lebelii","Kleverige reigersbek","z","t","KW-7","KW"
482,,"Erodium cicutarium subsp. dunense","Duinreigersbek",,,,
483,,"Erophila verna","Vroegeling",,,,
484,,"Erucastrum gallicum","Schijnraket",,,,
485,,"Eryngium campestre","Echte kruisdistel",,,,
486,,"Eryngium maritimum","Blauwe zeedistel",,,,
487,,"Erysimum cheiranthoides","Gewone steenraket",,,,
488,,"Erysimum hieracifolium","Stijve steenraket","zzz","ttt","EB-13","EB"
489,,"Euonymus europaeus","Wilde kardinaalsmuts",,,,
490,,"Eupatorium cannabinum","Koninginnekruid",,,,
491,,"Euphorbia amygdaloides","Amandelwolfsmelk","zzz","0/+","GE-1","GE"
492,,"Euphorbia cyparissias","Cipreswolfsmelk",,,,
493,,"Euphorbia esula subsp. esula","Heksenmelk s.s.",,,,
494,,"Euphorbia exigua","Kleine wolfsmelk","zz","ttt","BE-14","BE"
495,,"Euphorbia helioscopia","Kroontjeskruid",,,,
496,,"Euphorbia palustris","Moeraswolfsmelk","zz","t","KW-6","KW"
497,,"Euphorbia paralias","Zeewolfsmelk","zzz","t","KW-5","KW"
498,,"Euphorbia peplus","Tuinwolfsmelk",,,,
499,,"Euphorbia platyphyllos","Brede wolfsmelk","zzz","tt","BE-9","BE"
500,,"Euphorbia seguieriana","Zandwolfsmelk","zzz","ttt","EB-13","EB"
501,,"Euphorbia stricta","Stijve wolfsmelk","zzz","ttt","EB-13","EB"
502,,"Euphorbia esula subsp. tommasiniana","Roedewolfsmelk",,,,
506,,"Odontites vernus subsp. litoralis","Vroege ogentroost",,,,
509,,"Odontites vernus subsp. serotinus","Late ogentroost","a","tt","GE-12","GE"
511,,"Euphrasia rostkoviana","Beklierde ogentroost","zzz","ttt","EB-13","EB"
512,,"Fagopyrum tataricum","Franse boekweit","x","tttt","VN-17","VN"
513,,"Fagus sylvatica","Beuk",,,,
514,,"Festuca arundinacea","Rietzwenkgras",,,,
515,,"Festuca gigantea","Reuzenzwenkgras",,,,
516,,"Festuca heterophylla","Draadzwenkgras",,,,
517,,"Festuca arenaria","Duinzwenkgras",,,,
519,,"Festuca pratensis","Beemdlangbloem",,,,
520,,"Festuca rubra","Rood zwenkgras s.s.",,,,
521,,"Festulolium loliacea (x-)","Trosraaigras",,,,
522,,"Filago arvensis","Akkerviltkruid","x","tttt","VN-17","VN"
523,,"Filago vulgaris","Duits viltkruid","zzz","ttt","EB-13","EB"
524,,"Filago minima","Dwergviltkruid","a","tt","GE-12","GE"
525,,"Filago pyramidata","Spatelviltkruid","x","tttt","VN-17","VN"
526,,"Filipendula ulmaria","Moerasspirea",,,,
527,,"Filipendula vulgaris","Knolspirea","zzz","ttt","EB-13","EB"
528,,"Fragaria moschata","Grote bosaardbei","zzz","ttt","EB-13","EB"
529,,"Fragaria vesca","Bosaardbei","a","tt","GE-12","GE"
530,,"Rhamnus frangula","Sporkehout",,,,
531,,"Fraxinus excelsior","Gewone es",,,,
532,,"Fritillaria meleagris","Wilde kievitsbloem","zz","tt","BE-10","BE"
533,,"Fumaria officinalis","Gewone duivekervel",,,,
534,,"Gagea lutea","Bosgeelster",,,,
535,,"Gagea pratensis","Weidegeelster",,,,
536,,"Gagea spathacea","Schedegeelster","zzz","0/+","GE-1","GE"
537,,"Gagea villosa","Akkergeelster","zzz","t","KW-5","KW"
538,,"Galanthus nivalis","Gewoon sneeuwklokje",,,,
539,,"Galeopsis angustifolia","Smalle raai","zzz","ttt","EB-13","EB"
540,,"Galeopsis bifida","Gespleten hennepnetel",,,,
541,,"Galeopsis segetum","Bleekgele hennepnetel","z","ttt","KW-15","KW"
542,,"Galeopsis speciosa","Dauwnetel",,,,
543,,"Galeopsis tetrahit","Gewone hennepnetel",,,,
544,,"Galinsoga quadriradiata","Harig knopkruid",,,,
545,,"Galinsoga parviflora","Kaal knopkruid",,,,
546,,"Galium aparine","Kleefkruid",,,,
547,,"Galium boreale","Noords walstro","zzz","0/+","GE-1","GE"
548,,"Cruciata laevipes","Kruisbladwalstro","z","tt","KW-11","KW"
549,,"Galium saxatile","Liggend walstro",,,,
550,,"Galium mollugo","Glad walstro",,,,
551,,"Galium x pomeranicum","Geelwit walstro",,,,
553,,"Galium pumilum","Kalkwalstro","zzz","t","KW-5","KW"
554,,"Galium sylvaticum","Boswalstro","x","tttt","VN-17","VN"
555,,"Galium tricornutum","Driehoornig walstro","x","tttt","VN-17","VN"
556,,"Galium uliginosum","Ruw walstro",,,,
557,,"Galium verum","Geel walstro",,,,
558,,"Genista anglica","Stekelbrem","a","ttt","GE-16","GE"
559,,"Genista germanica","Duitse brem","zzz","ttt","EB-13","EB"
560,,"Genista pilosa","Kruipbrem","z","ttt","KW-15","KW"
561,,"Genista tinctoria","Verfbrem","zz","tt","BE-10","BE"
562,,"Gentianella amarella","Slanke gentiaan","zzz","t","KW-5","KW"
563,,"Gentianella campestris","Veldgentiaan","zzz","ttt","EB-13","EB"
565,,"Gentianella ciliata","Franjegentiaan","zzz","ttt","EB-13","EB"
566,,"Gentiana cruciata","Kruisbladgentiaan","zzz","0/+","GE-1","GE"
567,,"Gentianella germanica","Duitse gentiaan","zzz","t","KW-5","KW"
568,,"Gentiana pneumonanthe","Klokjesgentiaan","a","ttt","GE-16","GE"
569,,"Geranium columbinum","Fijne ooievaarsbek",,,,
570,,"Geranium dissectum","Slipbladige ooievaarsbek",,,,
571,,"Geranium molle","Zachte ooievaarsbek",,,,
572,,"Geranium phaeum","Donkere ooievaarsbek",,,,
573,,"Geranium pratense","Beemdooievaarsbek",,,,
574,,"Geranium pusillum","Kleine ooievaarsbek",,,,
575,,"Geranium pyrenaicum","Bermooievaarsbek",,,,
576,,"Geranium robertianum","Robertskruid",,,,
577,,"Geranium rotundifolium","Ronde ooievaarsbek",,,,
578,,"Geum rivale","Knikkend nagelkruid","zzz","ttt","EB-13","EB"
579,,"Geum urbanum","Geel nagelkruid",,,,
580,,"Glaucium flavum","Gele hoornpapaver","zzz","0/+","GE-1","GE"
581,,"Glaux maritima","Melkkruid",,,,
582,,"Glechoma hederacea","Hondsdraf",,,,
583,,"Glyceria declinata","Getand vlotgras",,,,
584,,"Glyceria fluitans","Mannagras",,,,
585,,"Glyceria maxima","Liesgras",,,,
586,,"Glyceria notata","Stomp vlotgras",,,,
587,,"Gnaphalium luteo-album","Bleekgele droogbloem",,,,
588,,"Gnaphalium sylvaticum","Bosdroogbloem","a","tt","GE-12","GE"
589,,"Gnaphalium uliginosum","Moerasdroogbloem",,,,
590,,"Goodyera repens","Dennenorchis","zzz","0/+","GE-1","GE"
591,,"Gratiola officinalis","Genadekruid","zzz","ttt","EB-13","EB"
593,,"Gymnadenia conopsea","Grote muggenorchis","zzz","ttt","EB-13","EB"
594,,"Gypsophila muralis","Gipskruid","zzz","ttt","EB-13","EB"
595,,"Atriplex pedunculata","Gesteelde zoutmelde","zzz","tt","BE-9","BE"
596,,"Atriplex portulacoides","Gewone zoutmelde",,,,
597,,"Hammarbya paludosa","Veenmosorchis","zzz","ttt","EB-13","EB"
598,,"Hedera helix","Klimop",,,,
601,,"Helianthus x laetiflorus","Stijve zonnebloem",,,,
602,,"Helichrysum arenarium","Strobloem","zzz","ttt","EB-13","EB"
603,,"Helictotrichon pratense","Beemdhaver","zzz","0/+","GE-1","GE"
604,,"Helictotrichon pubescens","Zachte haver",,,,
605,,"Helleborus viridis (subsp. occidentalis)","Wrangwortel","zzz","tt","BE-9","BE"
606,,"Heracleum mantegazzianum","Reuzenbereklauw",,,,
607,,"Heracleum sphondylium","Gewone bereklauw",,,,
608,,"Herminium monorchis","Honingorchis","zzz","ttt","EB-13","EB"
609,,"Herniaria glabra","Kaal breukkruid",,,,
611,,"Hieracium aurantiacum","Oranje havikskruid",,,,
612,,"Hieracium lactucella","Spits havikskruid","zzz","ttt","EB-13","EB"
613,,"Hieracium praealtum subsp. bauhinii","Hongaars havikskruid",,,,
615,,"Hieracium caespitosum","Weidehavikskruid",,,,
618,,"Hieracium laevigatum","Stijf havikskruid",,,,
621,,"Hieracium pilosella","Muizeoor",,,,
622,,"Hieracium praealtum subsp. praealtum","Florentijns havikskruid",,,,
624,,"Hieracium sabaudum","Boshavikskruid",,,,
625,,"Hieracium umbellatum","Schermhavikskruid",,,,
626,,"Hierochloe odorata","Veenreukgras","z","t","KW-7","KW"
627,,"Himantoglossum hircinum","Bokkenorchis","zzz","0/+","GE-1","GE"
628,,"Hippocrepis comosa","Paardehoefklaver",,,,
629,,"Hippophae rhamnoides","Duindoorn",,,,
630,,"Hippuris vulgaris","Lidsteng",,,,
631,,"Holcus lanatus","Gestreepte witbol",,,,
632,,"Holcus mollis","Gladde witbol",,,,
633,,"Holosteum umbellatum","Heelbeen","zz","ttt","BE-14","BE"
634,,"Honckenya peploides","Zeepostelein",,,,
635,,"Hordeum marinum","Zeegerst","zz","tt","BE-10","BE"
636,,"Hordeum murinum","Kruipertje",,,,
637,,"Hordeum secalinum","Veldgerst","a","tt","GE-12","GE"
638,,"Hottonia palustris","Waterviolier",,,,
639,,"Humulus lupulus","Hop",,,,
640,,"Hydrocharis morsus-ranae","Kikkerbeet",,,,
641,,"Hydrocotyle vulgaris","Gewone waternavel",,,,
642,,"Hyoscyamus niger","Bilzekruid","zz","t","KW-6","KW"
643,,"Hypericum canadense","Canadees hertshooi","zzz","ttt","EB-13","EB"
644,,"Hypericum elodes","Moerashertshooi","z","t","KW-7","KW"
645,,"Hypericum hirsutum","Ruig hertshooi","zz","t","KW-6","KW"
646,,"Hypericum humifusum","Liggend hertshooi",,,,
647,,"Hypericum dubium","Kantig hertshooi",,,,
648,,"Hypericum montanum","Berghertshooi","zzz","ttt","EB-13","EB"
649,,"Hypericum perforatum","Sint-Janskruid",,,,
650,,"Hypericum pulchrum","Fraai hertshooi","zz","tt","BE-10","BE"
651,,"Hypericum tetrapterum","Gevleugeld hertshooi",,,,
652,,"Hypochaeris glabra","Glad biggekruid","zz","ttt","BE-14","BE"
653,,"Hypochaeris maculata","Gevlekt biggekruid","x","tttt","VN-17","VN"
654,,"Hypochaeris radicata","Gewoon biggekruid",,,,
656,,"Hyssopus officinalis","Hyssop",,,,
657,,"Iberis amara","Bittere scheefbloem",,,,
658,,"Ilex aquifolium","Hulst",,,,
659,,"Illecebrum verticillatum","Grondster","a","ttt","GE-16","GE"
660,,"Impatiens noli-tangere","Groot springzaad",,,,
661,,"Impatiens parviflora","Klein springzaad",,,,
662,,"Inula britannica","Engelse alant",,,,
663,,"Inula conyzae","Donderkruid",,,,
664,,"Inula salicina","Wilgalant","x","tttt","VN-17","VN"
665,,"Iris pseudacorus","Gele lis",,,,
666,,"Isatis tinctoria","Wede",,,,
667,,"Isoetes lacustris","Grote biesvaren","zzz","ttt","EB-13","EB"
668,,"Isoetes echinospora","Kleine biesvaren","zzz","tt","BE-9","BE"
669,,"Jasione montana","Zandblauwtje",,,,
670,,"Juncus acutiflorus","Veldrus",,,,
671,,"Juncus ambiguus","Zilte greppelrus",,,,
672,,"Juncus alpinoarticulatus subsp. atricapillus","Duinrus s.s.",,,,
673,,"Juncus articulatus","Zomprus",,,,
674,,"Juncus balticus","Noordse rus",,,,
675,,"Juncus bufonius","Greppelrus",,,,
677,,"Juncus capitatus","Koprus","zzz","ttt","EB-13","EB"
678,,"Juncus compressus","Platte rus",,,,
679,,"Juncus conglomeratus","Biezeknoppen",,,,
680,,"Juncus effusus","Pitrus",,,,
681,,"Juncus filiformis","Draadrus","zz","t","KW-6","KW"
682,,"Juncus alpinoarticulatus subsp. alpinoarticul","Alpenrus","zzz","0/+","GE-1","GE"
683,,"Juncus gerardi","Zilte rus",,,,
684,,"Juncus inflexus","Zeegroene rus",,,,
685,,"Juncus maritimus","Zeerus",,,,
686,,"Juncus pygmaeus","Dwergrus","zzz","ttt","EB-13","EB"
687,,"Juncus squarrosus","Trekrus",,,,
688,,"Juncus subnodulosus","Padderus",,,,
689,,"Juncus tenageia","Wijdbloeiende rus","zz","ttt","BE-14","BE"
690,,"Juncus tenuis","Tengere rus",,,,
691,,"Juniperus communis","Jeneverbes","a","tt","GE-12","GE"
692,,"Knautia arvensis","Beemdkroon","a","tt","GE-12","GE"
693,,"Koeleria macrantha","Smal fakkelgras",,,,
695,,"Koeleria pyramidata","Breed fakkelgras","zzz","t","KW-5","KW"
696,,"Petrorhagia prolifera","Mantelanjer","zzz","ttt","EB-13","EB"
698,,"Lactuca saligna","Wilgsla","x","tttt","VN-17","VN"
699,,"Lactuca serriola","Kompassla",,,,
700,,"Lamium album","Witte dovenetel",,,,
701,,"Lamium amplexicaule","Hoenderbeet",,,,
702,,"Lamiastrum galeobdolon","Gele dovenetel",,,,
703,,"Lamium hybridum","Ingesneden dovenetel",,,,
704,,"Lamium maculatum","Gevlekte dovenetel",,,,
705,,"Lamium confertum","Brede dovenetel",,,,
706,,"Lamium purpureum","Paarse dovenetel s.s.",,,,
707,,"Lappula squarrosa","Stekelzaad",,,,
708,,"Lapsana communis","Akkerkool",,,,
709,,"Lathraea squamaria","Bleke schubwortel","zzz","0/+","GE-1","GE"
710,,"Lathyrus aphaca","Naakte lathyrus","zzz","ttt","EB-13","EB"
711,,"Lathyrus linifolius","Knollathyrus","zzz","ttt","EB-13","EB"
712,,"Lathyrus niger","Zwarte lathyrus","x","tttt","VN-17","VN"
713,,"Lathyrus nissolia","Graslathyrus","zz","t","KW-6","KW"
714,,"Lathyrus palustris","Moeraslathyrus",,,,
715,,"Lathyrus pratensis","Veldlathyrus",,,,
716,,"Lathyrus sylvestris","Boslathyrus",,,,
717,,"Lathyrus tuberosus","Aardaker",,,,
719,,"Leersia oryzoides","Rijstgras","zz","t","KW-6","KW"
720,,"Legousia hybrida","Klein spiegelklokje","zzz","t","KW-5","KW"
721,,"Legousia speculum-veneris","Groot spiegelklokje","zzz","ttt","EB-13","EB"
722,,"Lemna gibba","Bultkroos",,,,
723,,"Lemna minor","Klein kroos",,,,
724,,"Lemna trisulca","Puntkroos",,,,
725,,"Leontodon autumnalis","Vertakte leeuwetand",,,,
726,,"Leontodon hispidus","Ruige leeuwetand","z","t","KW-7","KW"
727,,"Leontodon saxatilis","Kleine leeuwetand",,,,
728,,"Leonurus cardiaca","Hartgespan",,,,
729,,"Lepidium campestre","Veldkruidkers",,,,
730,,"Lepidium draba","Pijlkruidkers",,,,
731,,"Lepidium graminifolium","Graskers","zzz","0/+","GE-1","GE"
732,,"Lepidium latifolium","Peperkers",,,,
733,,"Lepidium ruderale","Steenkruidkers",,,,
734,,"Leucojum aestivum","Zomerklokje","zzz","t","KW-5","KW"
735,,"Pseudorchis albida","Witte muggenorchis","x","tttt","VN-17","VN"
736,,"Ligustrum vulgare","Wilde liguster",,,,
737,,"Lilium bulbiferum subsp. croceum","Roggelelie s.s.","zzz","ttt","EB-13","EB"
738,,"Limonium vulgare","Lamsoor",,,,
739,,"Limosella aquatica","Slijkgroen",,,,
740,,"Linaria arvensis","Blauwe leeuwebek","x","tttt","VN-17","VN"
741,,"Cymbalaria muralis","Muurleeuwebek",,,,
742,,"Kickxia elatine","Spiesleeuwebek","zz","t","KW-6","KW"
743,,"Chaenorhinum minus","Kleine leeuwebek",,,,
744,,"Kickxia spuria","Eironde leeuwebek","zzz","t","KW-5","KW"
745,,"Linaria vulgaris","Vlasbekje",,,,
746,,"Linnaea borealis","Linnaeusklokje","zzz","0/+","GE-1","GE"
747,,"Linum catharticum","Geelhartje","z","tt","KW-11","KW"
748,,"Liparis loeselii","Groenknolorchis","zz","tt","BE-10","BE"
749,,"Listera cordata","Kleine keverorchis","zzz","0/+","GE-1","GE"
750,,"Listera ovata","Grote keverorchis","z","t","KW-7","KW"
751,,"Lithospermum arvense","Ruw parelzaad","zzz","ttt","EB-13","EB"
752,,"Lithospermum officinale","Glad parelzaad",,,,
753,,"Littorella uniflora","Oeverkruid","zz","tt","BE-10","BE"
754,,"Lobelia dortmanna","Waterlobelia","zzz","ttt","EB-13","EB"
755,,"Lolium multiflorum","Italiaans raaigras",,,,
756,,"Lolium perenne","Engels raaigras",,,,
757,,"Lolium remotum","Vlasdolik","x","tttt","VN-17","VN"
758,,"Lolium temulentum","Dolik","x","tttt","VN-17","VN"
759,,"Lonicera periclymenum","Wilde kamperfoelie",,,,
760,,"Lonicera xylosteum","Rode kamperfoelie",,,,
761,,"Lotus corniculatus var. corniculatus","Gewone rolklaver",,,,
762,,"Lotus glaber","Smalle rolklaver",,,,
763,,"Lotus pedunculatus","Moerasrolklaver",,,,
764,,"Ludwigia palustris","Waterlepeltje","zzz","ttt","EB-13","EB"
765,,"Luronium natans","Drijvende waterweegbree","z","tt","KW-11","KW"
766,,"Luzula campestris","Gewone veldbies",,,,
767,,"Luzula multiflora subsp. congesta","Dichtbloemige veldbies",,,,
768,,"Luzula multiflora subsp. multiflora","Veelbloemige veldbies s.s.",,,,
769,,"Luzula luzuloides","Witte veldbies",,,,
770,,"Luzula pilosa","Ruige veldbies",,,,
771,,"Luzula sylvatica","Grote veldbies",,,,
772,,"Lychnis flos-cuculi","Echte koekoeksbloem",,,,
773,,"Lycium barbarum","Boksdoorn",,,,
774,,"Lycopodium annotinum","Stekende wolfsklauw","zzz","t","KW-5","KW"
775,,"Lycopodium clavatum","Grote wolfsklauw","zz","ttt","BE-14","BE"
776,,"Diphasiastrum tristachyum","Kleine wolfsklauw","zzz","ttt","EB-13","EB"
777,,"Lycopodiella inundatum","Moeraswolfsklauw","z","ttt","KW-15","KW"
778,,"Huperzia selago","Dennewolfsklauw","zzz","ttt","EB-13","EB"
779,,"Anchusa arvensis","Kromhals",,,,
780,,"Lycopus europaeus","Wolfspoot",,,,
781,,"Lysimachia nemorum","Boswederik",,,,
782,,"Lysimachia nummularia","Penningkruid",,,,
783,,"Lysimachia thyrsiflora","Moeraswederik",,,,
784,,"Lysimachia vulgaris","Grote wederik",,,,
785,,"Lythrum salicaria","Grote kattestaart",,,,
786,,"Maianthemum bifolium","Dalkruid",,,,
788,,"Malva alcea","Vijfdelig kaasjeskruid",,,,
789,,"Malva moschata","Muskuskaasjeskruid",,,,
790,,"Malva neglecta","Klein kaasjeskruid",,,,
791,,"Malva pusilla","Rond kaasjeskruid",,,,
792,,"Malva sylvestris","Groot kaasjeskruid",,,,
793,,"Marrubium vulgare","Malrove","zzz","ttt","EB-13","EB"
794,,"Matricaria recutita","Echte kamille",,,,
795,,"Tripleurospermum maritimum","Reukeloze kamille",,,,
796,,"Matricaria discoidea","Schijfkamille",,,,
797,,"Medicago arabica","Gevlekte rupsklaver",,,,
798,,"Medicago falcata","Sikkelklaver",,,,
799,,"Medicago lupulina","Hopklaver",,,,
800,,"Medicago minima","Kleine rupsklaver","zzz","0/+","GE-1","GE"
801,,"Medicago sativa","Luzerne",,,,
802,,"Medicago x varia","Bonte luzerne",,,,
803,,"Melampyrum arvense","Wilde weit","zzz","ttt","EB-13","EB"
804,,"Melampyrum pratense","Hengel",,,,
805,,"Silene latifolia (subsp. alba)","Avondkoekoeksbloem",,,,
806,,"Silene noctiflora","Nachtkoekoeksbloem","zz","tt","BE-10","BE"
807,,"Silene dioica","Dagkoekoeksbloem",,,,
808,,"Melica uniflora","Eenbloemig parelgras",,,,
809,,"Melilotus albus","Witte honingklaver",,,,
810,,"Melilotus altissimus","Goudgele honingklaver",,,,
811,,"Melilotus indicus","Kleine honingklaver",,,,
812,,"Melilotus officinalis","Citroengele honingklaver",,,,
813,,"Mentha aquatica","Watermunt",,,,
814,,"Mentha arvensis","Akkermunt",,,,
815,,"Mentha longifolia","Hertsmunt",,,,
817,,"Mentha pulegium","Polei","zzz","ttt","EB-13","EB"
818,,"Mentha suaveolens","Witte munt","zz","tt","BE-10","BE"
820,,"Mentha x verticillata","Kransmunt",,,,
821,,"Menyanthes trifoliata","Waterdrieblad","a","tt","GE-12","GE"
822,,"Mercurialis annua","Tuinbingelkruid",,,,
823,,"Mercurialis perennis","Bosbingelkruid",,,,
824,,"Mespilus germanica","Mispel",,,,
825,,"Mibora minima","Dwerggras","zzz","t","KW-5","KW"
826,,"Milium effusum","Bosgierstgras",,,,
827,,"Milium vernale","Ruw gierstgras",,,,
828,,"Mimulus guttatus","Gele maskerbloem",,,,
829,,"Minuartia hybrida","Tengere veldmuur","zzz","ttt","EB-13","EB"
830,,"Moehringia trinervia","Drienerfmuur",,,,
831,,"Moenchia erecta","Kruismuur","x","tttt","VN-17","VN"
832,,"Molinia caerulea","Pijpestrootje",,,,
833,,"Moneses uniflora","Eenbloemig wintergroen","zzz","0/+","GE-1","GE"
834,,"Monotropa hypopitys","Stofzaad","zzz","tt","BE-9","BE"
835,,"Montia fontana subsp. chondrosperma","Klein bronkruid",,,,
837,,"Muscari botryoides","Blauwe druifjes",,,,
838,,"Muscari comosum","Kuifhyacint",,,,
839,,"Mycelis muralis","Muursla",,,,
840,,"Myosotis arvensis","Akkervergeet-mij-nietje",,,,
841,,"Myosotis laxa (subsp. cespitosa)","Zompvergeet-mij-nietje",,,,
842,,"Myosotis discolor","Veelkleurig vergeet-mij-nietje",,,,
843,,"Myosotis ramosissima","Ruw vergeet-mij-nietje",,,,
844,,"Myosotis scorpioides","Moerasvergeet-mij-nietje",,,,
845,,"Myosotis stricta","Stijf vergeet-mij-nietje","zz","ttt","BE-14","BE"
846,,"Myosotis sylvatica","Bosvergeet-mij-nietje",,,,
847,,"Stellaria aquatica","Watermuur",,,,
848,,"Myosurus minimus","Muizestaart",,,,
849,,"Myrica gale","Wilde gagel","a","tt","GE-12","GE"
850,,"Myriophyllum alterniflorum","Teer vederkruid","zz","tt","BE-10","BE"
851,,"Myriophyllum spicatum","Aarvederkruid",,,,
852,,"Myriophyllum verticillatum","Kransvederkruid",,,,
853,,"Myrrhis odorata","Roomse kervel",,,,
854,,"Najas marina","Groot nimfkruid",,,,
855,,"Najas minor","Klein nimfkruid","zzz","0/+","GE-1","GE"
856,,"Narcissus pseudonarcissus subsp. pseudonarcis","Wilde narcis s.s.","zzz","tt","BE-9","BE"
857,,"Nardus stricta","Borstelgras","a","tt","GE-12","GE"
858,,"Narthecium ossifragum","Beenbreek","zz","ttt","BE-14","BE"
859,,"Rorippa microphylla","Slanke waterkers",,,,
860,,"Rorippa nasturtium-aquaticum","Witte waterkers",,,,
861,,"Neottia nidus-avis","Vogelnestje","zzz","ttt","EB-13","EB"
862,,"Nepeta cataria","Wild kattekruid","zz","t","KW-6","KW"
863,,"Nicandra physalodes","Zegekruid",,,,
864,,"Nigella arvensis","Wilde nigelle",,,,
865,,"Nuphar lutea","Gele plomp",,,,
866,,"Nymphaea alba","Witte waterlelie",,,,
867,,"Nymphoides peltata","Watergentiaan",,,,
868,,"Oenanthe aquatica","Watertorkruid",,,,
869,,"Oenanthe fistulosa","Pijptorkruid",,,,
870,,"Oenanthe lachenalii","Zilt torkruid","z","t","KW-7","KW"
871,,"Oenanthe silaifolia","Weidekervel-torkruid","zzz","0/+","GE-1","GE"
872,,"Oenothera biennis","Middelste teunisbloem",,,,
873,,"Oenothera erythrosepala","Grote teunisbloem",,,,
874,,"Oenothera parviflora","Kleine teunisbloem s.l.",,,,
875,,"Onobrychis viciifolia","Esparcette",,,,
876,,"Ononis repens subsp. repens","Kruipend stalkruid",,,,
877,,"Ononis repens subsp. spinosa","Kattedoorn","a","tt","GE-12","GE"
878,,"Onopordum acanthium","Wegdistel",,,,
879,,"Ophioglossum vulgatum","Addertong",,,,
